Avg_dep_rejected,Total_pending_deposit,Amt_approved_deposit,Avg_dep_per_day,Total_rejected_WD,Nr_days_without_activity,Fraud
16.0,4030.0,58073.0,1.0,3958.0,456.0,1
316.0,3094.0,21541.0,1.0,1650.0,2396.0,1
33.0,1160.0,96687.0,0.0,2947.0,2023.0,1
26.0,1926.0,6772.0,1.0,171.0,3569.0,1
144.0,1803.0,64306.0,0.0,4069.0,3813.0,1
89.0,905.0,9372.0,1.0,864.0,1592.0,1
21.0,2792.0,25694.0,1.0,1636.0,255.0,1
392.0,1837.0,42154.0,0.0,7686.0,1105.0,1
1.0,90.0,67.0,34.0,67.0,89.0,1
505.0,3993.0,39635.0,0.0,9136.0,582.0,1
188.0,3499.0,35485.0,1.0,35.0,2229.0,1
3.0,3.0,3.0,5.0,5.0,5.0,1
1.0,1.0,1.0,6.0,12.0,1.0,1
254.0,2833.0,51237.0,2.0,3703.0,1237.0,1
77.0,3263.0,64322.0,1.0,8292.0,2038.0,1
49.0,2105.0,56057.0,1.0,4447.0,2081.0,1
139.0,3117.0,9481.0,1.0,2249.0,908.0,1
321.0,1124.0,12723.0,1.0,4179.0,859.0,1
617.0,248.0,2307.0,1.0,4389.0,921.0,1
410.0,2759.0,35685.0,2.0,3805.0,1734.0,1
657.0,34564.0,47656.0,5865.0,58658.0,7654765.0,1
85.0,1315.0,22019.0,2.0,3223.0,4630.0,1
249.0,2910.0,50437.0,1.0,3183.0,2594.0,1
603.0,600.0,62900.0,4.0,3834.0,4056.0,1
12.0,4718.0,7820.0,1.0,6688.0,1054.0,1
12.0,2454.0,345.0,678.0,456.0,345.0,1
20.0,877.0,19418.0,1.0,3657.0,891.0,1
192.0,1947.0,44010.0,0.0,675.0,2405.0,1
401.0,958.0,30411.0,0.0,6772.0,5181.0,1
261.0,4894.0,22253.0,1.0,3343.0,3228.0,1
727.0,2501.0,14753.0,0.0,3120.0,2181.0,1
462.0,3018.0,13625.0,2.0,5089.0,1152.0,1
583.0,1705.0,8119.0,1.0,1506.0,1587.0,1
654.0,1317.0,36028.0,0.0,8769.0,2044.0,1
26.0,9026.0,4112.0,2.0,1691.0,4361.0,1
721.0,1820.0,9015.0,0.0,1761.0,2635.0,1
570.0,278.0,71072.0,1.0,9768.0,987.0,1
33.0,6782.0,97.0,1.0,4976.0,1009.0,1
639.0,4395.0,16819.0,0.0,3022.0,3396.0,1
513.0,1075.0,25903.0,3.0,3720.0,445.0,1
102.0,1522.0,9481.0,0.0,2840.0,2498.0,1
1.0,1.0,1.0,16878.0,19090.0,1.0,1
170.0,1386.0,18510.0,1.0,235.0,2048.0,1
270.0,1647.0,9487.0,2.0,548.0,3483.0,1
103.0,3573.0,30782.0,1.0,3502.0,3454.0,1
190.0,5395.0,48738.0,2.0,8756.0,3018.0,1
415.0,923.0,26840.0,1.0,5581.0,4138.0,1
30.0,4288.0,17298.0,1.0,259.0,2877.0,1
39.0,5102.0,49111.0,1.0,3914.0,1270.0,1
183.0,18.0,6840.0,1.0,6451.0,3133.0,1
545.0,1391.0,2346.0,3.0,557.0,1136.0,1
163.0,1667.0,8349.0,1.0,9072.0,287.0,1
283.0,1164.0,9479.0,0.0,2279.0,459.0,1
317.0,1408.0,15749.0,1.0,5516.0,6347.0,1
451.0,1115.0,4750.0,0.0,10936.0,389.0,1
61.0,3218.0,59263.0,0.0,7977.0,4652.0,1
210.0,3099.0,11240.0,2.0,4829.0,4133.0,1
134.0,1462.0,6042.0,2.0,2626.0,6712.0,1
337.0,6319.0,14784.0,2.0,3230.0,869.0,1
732.0,522.0,1594.0,1.0,1587.0,360.0,1
149.0,4625.0,14734.0,2.0,6461.0,1351.0,1
12.0,12.0,12.0,12.0,12.0,12.0,1
233.0,3806.0,52327.0,2.0,1349.0,4875.0,1
29.0,4396.0,23111.0,2.0,9793.0,938.0,1
281.0,3192.0,12647.0,0.0,1723.0,1484.0,1
355.0,4568.0,20130.0,2.0,607.0,1829.0,1
80.0,1462.0,22802.0,1.0,5769.0,533.0,1
566.0,1117.0,16266.0,0.0,2441.0,5051.0,1
275.0,915.0,6580.0,1.0,2645.0,670.0,1
4.0,4.0,5.0,3.0,2.0,1.0,1
45.0,2303.0,53484.0,1.0,5335.0,289.0,1
45.0,89.0,48428.0,3.0,6085.0,1979.0,1
342.0,1244.0,7602.0,0.0,3774.0,1544.0,1
235.0,2081.0,60186.0,2.0,3695.0,478.0,1
680.0,271.0,11314.0,0.0,5115.0,2677.0,1
148.0,2948.0,2803.0,1.0,819.0,2700.0,1
374.0,1895.0,53919.0,1.0,737.0,1422.0,1
257.0,92.0,19304.0,1.0,10436.0,794.0,1
71.0,1638.0,2272.0,1.0,5616.0,2004.0,1
23.0,2818.0,27390.0,2.0,8884.0,1289.0,1
14.0,2021.0,7288.0,1.0,2710.0,270.0,1
355.0,5953.0,10413.0,2.0,2574.0,43.0,1
1.0,1.0,1.0,1345.0,1245.0,13526.0,1
502.0,1080.0,1562.0,1.0,2054.0,108.0,1
1.0,1.0,23.0,234.0,32.0,45.0,1
126.0,1422.0,35540.0,1.0,4603.0,3608.0,1
999.0,999.0,999.0,999.0,999.0,999.0,1
44.0,101.0,21744.0,2.0,4377.0,1837.0,1
9876.0,5678.0,5678.0,987654.0,4567.0,987654.0,1
68.0,637.0,25967.0,1.0,1240.0,3179.0,1
302.0,1835.0,31041.0,1.0,6318.0,4831.0,1
621.0,94.0,40374.0,1.0,6413.0,328.0,1
514.0,3042.0,23006.0,1.0,5784.0,6522.0,1
242.0,7895.0,26122.0,2.0,1300.0,5674.0,1
663.0,2292.0,63689.0,0.0,1805.0,1953.0,1
463.0,936.0,9353.0,0.0,3904.0,1568.0,1
43.0,3037.0,38058.0,0.0,3577.0,2947.0,1
227.0,1733.0,10853.0,3.0,1499.0,1362.0,1
332.0,1463.0,19915.0,0.0,475.0,7040.0,1
275.0,4614.0,5798.0,1.0,8938.0,438.0,1
363.0,799.0,67873.0,1.0,3257.0,371.0,1
255.0,1877.0,14931.0,1.0,796.0,4172.0,1
521.0,3702.0,30543.0,1.0,7298.0,2822.0,1
130.0,1924.0,45266.0,2.0,2702.0,8580.0,1
135.0,1953.0,41110.0,3.0,1039.0,1293.0,1
77.0,2899.0,10823.0,2.0,3517.0,1300.0,1
87.0,402.0,12296.0,0.0,5914.0,3379.0,1
307.0,2277.0,15334.0,3.0,7820.0,133.0,1
38.0,2479.0,23350.0,0.0,10387.0,4274.0,1
19.0,3382.0,76317.0,3.0,835.0,1629.0,1
134.0,1896.0,24422.0,2.0,6729.0,3075.0,1
288.0,880.0,491.0,2.0,3296.0,2517.0,1
581.0,745.0,11672.0,1.0,4392.0,1186.0,1
743.0,695.0,8370.0,3.0,3527.0,2021.0,1
441.0,3645.0,586.0,0.0,7365.0,5284.0,1
346.0,2316.0,22356.0,2.0,44.0,4033.0,1
49.0,2553.0,2282.0,0.0,3668.0,799.0,1
671.0,3457.0,1841.0,1.0,2108.0,137.0,1
122.0,785.0,31600.0,1.0,3870.0,2495.0,1
177.0,512.0,34777.0,1.0,4626.0,2096.0,1
201.0,2935.0,48372.0,1.0,10725.0,1075.0,1
85.0,40.0,6248.0,0.0,3158.0,5716.0,1
688.0,1616.0,10907.0,1.0,7810.0,1199.0,1
741.0,2487.0,36356.0,0.0,9134.0,277.0,1
492.0,424.0,44076.0,1.0,4165.0,2367.0,1
128.0,4250.0,8961.0,2.0,7446.0,2405.0,1
248.0,88.0,27003.0,2.0,1744.0,1313.0,1
232.0,3488.0,37211.0,2.0,649.0,4921.0,1
593.0,5113.0,55034.0,3.0,6176.0,4233.0,1
17.0,835.0,52911.0,1.0,11388.0,1483.0,1
567.0,234.0,45.0,765.0,345.0,987.0,1
301.0,3107.0,14031.0,1.0,4231.0,745.0,1
75.0,3419.0,44902.0,1.0,130.0,494.0,1
133.0,3902.0,46480.0,0.0,1890.0,7511.0,1
155.0,5174.0,34112.0,0.0,2663.0,3216.0,1
732.0,2671.0,26358.0,1.0,689.0,260.0,1
1.0,2.0,3.0,4.0,5.0,8.0,1
334.0,37.0,10919.0,2.0,9825.0,6404.0,1
520.0,943.0,36851.0,0.0,3208.0,566.0,1
483.0,6128.0,10540.0,1.0,8780.0,863.0,1
562.0,97.0,57020.0,2.0,3108.0,2723.0,1
393.0,699.0,17124.0,1.0,4335.0,303.0,1
490.0,7786.0,2673.0,2.0,594.0,1759.0,1
473.0,1172.0,44075.0,2.0,5333.0,723.0,1
464.0,2405.0,31446.0,1.0,526.0,2313.0,1
894.0,2285.0,53223.0,1.0,6774.0,2456.0,1
400.0,1451.0,56572.0,2.0,3710.0,2222.0,1
274.0,3467.0,9679.0,1.0,4921.0,1931.0,1
397.0,6801.0,46384.0,1.0,12442.0,742.0,1
186.0,349.0,11256.0,0.0,2836.0,4813.0,1
205.0,773.0,36030.0,1.0,996.0,3680.0,1
20.0,2679.0,26178.0,1.0,3630.0,277.0,1
877.0,1916.0,20024.0,2.0,8359.0,1452.0,1
400.0,779.0,20384.0,1.0,3018.0,3279.0,1
149.0,4396.0,16031.0,1.0,4078.0,1861.0,1
2.0,3.0,4.0,5.0,6.0,7.0,1
318.0,685.0,47017.0,1.0,3410.0,746.0,1
74.0,2183.0,31744.0,1.0,250.0,351.0,1
313.0,2394.0,17658.0,1.0,1628.0,2423.0,1
1045.0,2527.0,20823.0,2.0,1598.0,946.0,1
1677,1,16565,1,12,1,1
